Srno,uri,yield,calories,totalCO2Emissions,co2EmissionsClass,totalWeight,dietLabels,healthLabels,cautions,cuisineType,mealType,dishType
83,http://www.edamam.com/ontologies/edamam.owl#recipe_9d8e658fd3104652993a76c590b8c3d3,6,1124,5259.212866,E,1975.518807,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,italian,lunch/dinner,starter
84,http://www.edamam.com/ontologies/edamam.owl#recipe_dd5c963437c74fbf9bbb4f0079ba2a2f,6,1062,NaN,NaN,672.2805799,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",indian,lunch/dinner,
85,http://www.edamam.com/ontologies/edamam.owl#recipe_d6358d349fc54d778966473acdd6949c,4,657,838.6839128,C,613.4112394,,"DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",mediterranean,lunch/dinner,
86,http://www.edamam.com/ontologies/edamam.owl#recipe_395b2c6a9192414d812a75862783fcd5,4,751,632.5807597,C,457.0689801,,"VEGAN,VEGETARIAN,PESCATARIAN,PALEO,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER","SULFITES,FODMAP",middle eastern,lunch/dinner,condiments and sauces
88,http://www.edamam.com/ontologies/edamam.owl#recipe_f23e1051c19147568bc34e076359a90c,4,677,1476.529536,D,877.9083746,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,french,lunch/dinner,condiments and sauces
89,http://www.edamam.com/ontologies/edamam.owl#recipe_7fc56cba43034795a4adfa332617a114,10,2732,8543.938268,E,2880.055689,"BALANCED,LOW_SODIUM","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,lunch/dinner,desserts
90,http://www.edamam.com/ontologies/edamam.owl#recipe_3b34a0cc5fef4f59a706256de6e1fd3b,6,1618,11366.88,F,712.5882365,"LOW_CARB,LOW_SODIUM","SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,drinks
92,http://www.edamam.com/ontologies/edamam.owl#recipe_738b0e2013ce4eb2a783b0e125e2a5fb,4,642,NaN,NaN,807.3723671,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",middle eastern,lunch/dinner,condiments and sauces
97,http://www.edamam.com/ontologies/edamam.owl#recipe_3de55438d4b54cd4b181cd80f0ab7444,8,2230,1149.787347,B,524.6,"HIGH_FIBER,LOW_SODIUM","VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",,italian,brunch,cereals
100,http://www.edamam.com/ontologies/edamam.owl#recipe_d2d051544ac74bc49361e19f2489bf86,4,686,3215.864059,E,636.1414464,LOW_CARB,"SUGAR_CONSCIOUS,KETO_FRIENDLY,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,french,lunch/dinner,starter
101,http://www.edamam.com/ontologies/edamam.owl#recipe_3a41f169d6fd4fe8870544ab92ad4b23,6,1382,7126.592087,E,1665.257528,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,indian,lunch/dinner,starter
104,http://www.edamam.com/ontologies/edamam.owl#recipe_f86c89aa903048e4bed5fb1e98841ab8,6,1443,874.0346684,B,1147.171636,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",middle eastern,breakfast,condiments and sauces
105,http://www.edamam.com/ontologies/edamam.owl#recipe_4e4e7be0b223435089be1ce1cacaa378,2,18,16.81134077,A+,480.526473,"LOW_FAT,LOW_SODIUM","FAT_FREE,LOW_FAT_ABS,SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,FODMAP_FREE,KOSHER",,american,lunch/dinner,drinks
107,http://www.edamam.com/ontologies/edamam.owl#recipe_df4d1d64cb0b4a1cafb7ba73e6418a58,4,491,627.531439,C,243.829969,LOW_CARB,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
109,http://www.edamam.com/ontologies/edamam.owl#recipe_282a4f710109470f93e7836d076092f9,14,5269,NaN,NaN,2465.915889,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,indian,lunch/dinner,
110,http://www.edamam.com/ontologies/edamam.owl#recipe_81542a459c00434da893f7b8551abb47,6,1376,1370.958623,C,956.6514689,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,desserts
111,http://www.edamam.com/ontologies/edamam.owl#recipe_6cd97caf62ea44aa8e87eb9fb4fa250d,4,457,628.7577809,C,680.258635,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,middle eastern,lunch/dinner,starter
113,http://www.edamam.com/ontologies/edamam.owl#recipe_6ba4123a346b4493b7b21e1573c84b61,4,843,1475.778389,D,809.9040814,,"VEGAN,VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",south east asian,lunch/dinner,starter
115,http://www.edamam.com/ontologies/edamam.owl#recipe_03f937e85c06406a97b433eaa7e135ec,6,1507,2001.24818,D,1275.1225,HIGH_FIBER,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,french,lunch/dinner,starter
116,http://www.edamam.com/ontologies/edamam.owl#recipe_abb2737fedab4f558dbf6e0eff91fae1,6,1136,13922.45964,F,1053.629167,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,french,lunch/dinner,starter
121,http://www.edamam.com/ontologies/edamam.owl#recipe_7c09c2ef653749cb9eaa1c010e8b00fb,8,1691,1152.400398,B,2080.916761,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",TREE_NUTS,american,lunch/dinner,biscuits and cookies
123,http://www.edamam.com/ontologies/edamam.owl#recipe_7fa04ddf173a4193883b6d544cd744b5,4,457,1508.9993,D,1348.47963,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
125,http://www.edamam.com/ontologies/edamam.owl#recipe_5a13d16e83454b21b97d784ad46d2b37,4,820,12860.62572,G,683.4291667,,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,french,lunch/dinner,drinks
127,http://www.edamam.com/ontologies/edamam.owl#recipe_828087d509fa42e4990d46906653bc9d,4,494,NaN,NaN,491.2748653,,"LOW_FAT_ABS,SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,american,lunch/dinner,starter
128,http://www.edamam.com/ontologies/edamam.owl#recipe_c142e832ea5c40cfa78f835329149ba3,4,672,NaN,NaN,1275.082746,,"SUGAR_CONSCIOUS,SPECIFIC_CARBS,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",american,lunch/dinner,starter
129,http://www.edamam.com/ontologies/edamam.owl#recipe_0f5b81e73f304f098122571dfcb8d8fa,4,861,1434.750981,D,1445.364521,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",TREE_NUTS,indian,lunch/dinner,condiments and sauces
130,http://www.edamam.com/ontologies/edamam.owl#recipe_f48745a4f9194e0da62d7599b31a4d2f,4,1015,NaN,NaN,1707.241183,"HIGH_FIBER,LOW_SODIUM","VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,main course
134,http://www.edamam.com/ontologies/edamam.owl#recipe_e32feeaa2ff64b0db74024f3be8ddbe9,4,457,1460.042411,D,1626.706001,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
135,http://www.edamam.com/ontologies/edamam.owl#recipe_abc73634b8574e60be673e89177bf446,2,259,NaN,NaN,568.1224579,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",american,lunch/dinner,condiments and sauces
137,http://www.edamam.com/ontologies/edamam.owl#recipe_52cce3cb7c4346c5b45470059b74bcfc,6,1152,863.708322,B,562.1703117,LOW_FAT,"LOW_FAT_ABS,SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KOSHER",,american,lunch/dinner,bread
138,http://www.edamam.com/ontologies/edamam.owl#recipe_da88417091e94f2f95a4af69fbc2f879,2,384,NaN,NaN,404.0936444,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,american,lunch/dinner,
140,http://www.edamam.com/ontologies/edamam.owl#recipe_bdd179833fe04823a68d0c96b97b71a8,6,1132,1661.059678,C,569.2441406,LOW_SODIUM,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
141,http://www.edamam.com/ontologies/edamam.owl#recipe_43f052090bbe48cbacd8c3e12a31cbad,6,1162,9760.314709,F,1043.000058,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,indian,lunch/dinner,main course
142,http://www.edamam.com/ontologies/edamam.owl#recipe_94264515f3dc4308831e56f3bac4cd4a,4,547,12177.05521,G,1228.976423,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
143,http://www.edamam.com/ontologies/edamam.owl#recipe_de1d8e8441f8449d9c58c3deafa2f7a4,4,744,1058.177626,C,317.118677,"BALANCED,HIGH_FIBER","SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
146,http://www.edamam.com/ontologies/edamam.owl#recipe_16c3098776a941f099ae424817f350af,2,270,NaN,NaN,353.5869691,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,indian,lunch/dinner,condiments and sauces
147,http://www.edamam.com/ontologies/edamam.owl#recipe_555f883cda034c3681a450ba4b9d41fa,6,1183,534.8442974,B,260.9058301,"LOW_CARB,LOW_SODIUM","SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mediterranean,lunch/dinner,starter
148,http://www.edamam.com/ontologies/edamam.owl#recipe_299ecac4e2c84104b4cb810647aee87c,6,1039,1504.076084,C,746.0823632,HIGH_FIBER,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,main course
149,http://www.edamam.com/ontologies/edamam.owl#recipe_9599620599714ca89e400b6416710e3a,4,489,1872.744928,D,1005.065983,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,french,lunch/dinner,starter
152,http://www.edamam.com/ontologies/edamam.owl#recipe_b48c05809f9e4b619e79a351ce8574d0,4,861,207.3991192,A,234.3874811,"HIGH_FIBER,LOW_SODIUM","VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,starter
154,http://www.edamam.com/ontologies/edamam.owl#recipe_1f7a758929064de9910ecf8b4a047b62,12,3060,10709.99109,E,2626.975693,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,british,lunch/dinner,starter
