Srno,ENERC_KCAL,ENERC_KCAL%,FAT,FAT%,FASAT,FASAT%,PROCNT,PROCNT%,CHOLE,CHOLE%,CHOCDF,CHOCDF%,FIBTG,FIBTG%,FATRN,FAMS,FAPU,SUGAR,CHOCDF.net,NA,NA%,CA,CA%,FE,FE%,ZN,ZN%,VITC,VITC%,THIA,THIA%,NIA,NIA%,VITB6A,VITB6A%,MG,MG%,K,K%,P,P%,VITA_RAE,VITA_RAE%,RIBF,RIBF%,FOLDFE,FOLDFE%,VITB12,VITB12%,VITD,VITD%,TOCPHA,TOCPHA%,VITK1,VITK1%,WATER,FOLFD,FOLAC
244,761.999,38.09995,29.60713333,45.5494359,14.2847085,71.4235425,9.673603333,19.34720667,0,0,129.8731,43.29103333,19.00936667,76.03746667,0,7.502326,5.766899,66.94131667,110.8637333,1611.75143,67.15630958,78.38097635,7.838097635,3.282874466,18.23819148,1.672897818,15.20816198,160.0829333,177.8699259,0.2948855,24.57379167,4.021603333,25.13502083,2.017461833,155.1893718,171.7168115,40.88495512,2173.070159,46.23553529,226.798,32.39971429,115.6561,12.85067778,0.431670667,33.2054359,152.1241667,38.03104167,0,0,0,0,6.607583333,44.05055556,10.3609,8.634083333,518.1287956,152.1241667,0.5634
246,695.1093012,34.75546506,15.761487,24.24844154,1.574881198,7.87440599,35.385256,70.770512,0,0,105.549175,35.18305833,21.1620235,84.648094,0.021089036,5.84868344,5.95788783,25.14023,84.3871515,855.8235682,35.65931534,163.2256633,16.32256633,12.48098745,69.33881918,4.829741243,43.90673857,227.880965,253.2010722,0.837740535,69.81171125,3.94185845,24.63661531,1.150685,88.51423077,289.1078074,68.83519225,1835.771409,39.05896616,552.432585,78.91894071,323.535,35.94833333,0.30501085,23.46237308,650.446,162.6115,0,0,0,0,3.920224,26.13482667,41.35885384,34.46571153,205.5663374,650.446,0
247,349.35175,17.4675875,7.073326667,10.88204103,3.041313833,15.20656917,12.93322333,25.86644667,10.93333333,3.644444445,68.08615,22.69538333,12.0636,48.2544,0.00084,2.058465167,1.14030475,19.20832,56.02255,1866.625751,77.77607295,339.759949,33.9759949,6.404768318,35.58204621,2.660591609,24.18719645,152.134,169.0377778,0.529769708,44.14747569,4.012268125,25.07667578,1.948660208,149.8969391,136.3833394,32.47222366,1598.669698,34.01424889,331.735125,47.39073214,950.499625,105.6110694,0.303368042,23.33600321,113.70325,28.4258125,0.000427083,0.017795139,0,0,3.243958333,21.62638889,57.70239167,48.08532639,709.2061347,113.70325,0.5634
249,828.9575088,41.44787544,51.48038,79.20058462,21.6130966,108.065483,38.34464,76.68928,103.786,34.59533333,67.88555,22.62851667,21.8272,87.3088,0.00084,17.16548184,6.09347948,21.150965,46.05835,1720.56991,71.69041292,591.5449321,59.15449321,9.274840316,51.52689065,4.135128884,37.59208076,191.67645,212.9738333,0.717088,59.75733333,4.585688,28.66055,1.274681,98.05238462,276.4462888,65.82054496,1861.485311,39.60607044,707.089,101.0127143,577.8495,64.2055,0.703074,54.08261538,246.827,61.70675,0.97006,40.41916667,0.225,1.5,6.95010852,46.3340568,81.28457528,67.73714607,573.8490978,246.827,0
250,1143.841639,57.19208195,88.6972075,136.4572423,45.98753506,229.9376753,53.14667,106.29334,228.53,76.17666667,42.326145,14.108715,9.0696875,36.27875,0.033578358,27.87207305,5.5719701,15.71127375,33.2564575,1524.82975,63.53457292,1592.043875,159.2043875,5.15082,28.61566667,8.6335475,78.48679545,263.9135375,293.2372639,0.3179285,26.49404167,3.07572525,19.22328281,0.935372875,71.95175962,160.55975,38.2285119,1408.94425,29.97753723,1079.644125,154.234875,1938.027875,215.3364306,1.158389625,89.10689423,220.421,55.10525,2.22414,92.6725,1.2,8,7.7125875,51.41725,282.5993811,235.4994842,438.3651775,220.421,0
255,1799.83,89.9915,126.269,194.26,87.1109,435.5545,22.3895,44.779,320.96,106.9866667,156.6032,52.20106667,8.52,34.08,2.9512,26.5215,4.54741,148.1976,148.0832,401.07,16.71125,632.1,63.21,2.8457,15.80944444,3.0144,27.40363636,10.926,12.14,0.2741,22.84166667,1.00162,6.260125,0.24293,18.68692308,112.04,26.67619048,1379.53,29.35170213,639.53,91.36142857,1172.133,130.237,1.17782,90.60153846,50.75,12.6875,1.054,43.91666667,4.114,27.42666667,2.6264,17.50933333,8.694,7.245,330.552,50.75,0
256,3020.880089,151.0440044,135.7713413,208.8789865,80.49602912,402.4801456,91.67456347,183.3491269,419.1231539,139.707718,370.7221789,123.5740596,1.2214875,4.88595,0,37.88969817,7.01060875,370.0724552,369.5006914,1294.036737,53.91819736,3219.667439,321.9667439,1.875079962,10.4171109,11.02112744,100.1920677,23.4112,26.01244444,1.245181983,103.7651652,2.589965469,16.18728418,1.052216204,80.93970799,302.9460289,72.13000687,4159.562331,88.50132619,2615.426142,373.6323061,1506.373483,167.3748314,4.695269325,361.1745635,141.7715769,35.44289423,10.39170192,432.9875802,27.44289,182.9526,3.306516577,22.04344385,11.37217462,9.47681218,1476.220062,141.7715769,0
257,505.938125,25.29690625,29.24,44.98461538,5.9961,29.9805,30.0960375,60.192075,34,11.33333333,35.99095,11.99698333,6.7910625,27.16425,0,7.344025,11.08613,21.98295625,29.1998875,997.3693035,41.55705431,267.7045242,26.77045242,2.324066739,12.91148188,2.62449333,23.85903027,73.7027125,81.89190278,0.34799975,28.99997917,1.5815475,9.884671875,0.432389375,33.26072115,117.3378083,27.9375734,843.4752164,17.9462812,526.186125,75.16944643,683.177625,75.908625,0.454287125,34.94516346,98.68625,24.6715625,0.86,35.83333333,0.2,1.333333333,1.09564125,7.304275,14.232675,11.8605625,328.8763942,98.68625,0
258,2167.43,108.3715,185.4635,285.3284615,112.02426,560.1213,28.569,57.138,283,94.33333333,121.8015,40.6005,36.785,147.14,1.92,52.80208,6.56408,53.11875,85.0165,95.615,3.983958333,313.07,31.307,29.7218,165.1211111,9.79355,89.03227273,0.9,1,0.13233,11.0275,3.9459,24.661875,0.17866,13.74307692,679.405,161.7630952,2306.3,49.07021277,1021.36,145.9085714,1040.5,115.6111111,0.554825,42.67884615,20.46,5.115,0.885,36.875,2.4,16,3.7605,25.07,23.9695,19.97458333,98.698,20.46,0
259,550.4532347,27.52266173,10.72569209,16.50106476,3.873345115,19.36672558,13.08498089,26.16996178,12.74572804,4.248576014,98.0141301,32.6713767,3.454075059,13.81630024,0,3.631228595,2.35045499,0.341453753,94.56005504,864.31652,36.01318833,26.90344557,2.690344557,1.481280327,8.229335147,0.927711586,8.433741692,0,0,0.154596604,12.88305032,1.647984532,10.29990332,0.06941509,5.339622338,31.0410256,7.390720382,136.6787059,2.908057572,138.3782622,19.76832318,45.85474815,5.094972017,0.050940847,3.918526674,32.63179177,8.157947941,0.00049788,0.020745,0,0,2.067530674,13.78353783,1.046176801,0.871814001,251.6350709,32.63179177,0
260,457.8275,22.891375,29.844205,45.91416154,2.130195,10.650975,9.245905,18.49181,0,0,46.335,15.445,9.5227,38.0908,0.2156,20.535735,5.436705,17.5691,36.8123,1247.03865,51.95994375,191.7866941,19.17866941,8.057202669,44.76223705,1.782849142,16.20771947,220.4006,244.8895556,0.3297275,27.47729167,4.34484,27.15525,1.156265,88.94346154,164.4928414,39.16496224,1949.038731,41.46890918,231.1325,33.01892857,1050.97,116.7744444,0.4911635,37.78180769,280.527,70.13175,0,0,0,0,10.63123,70.87486667,528.9774,440.8145,445.3373383,280.527,0
262,272.8837778,13.64418889,15.30395556,23.54454701,2.273677778,11.36838889,12.27406667,24.54813333,0,0,31.31957778,10.43985926,11.78784444,47.15137778,0,9.97875,2.211901111,15.44694444,19.53173333,1383.092149,57.62883956,112.0874453,11.20874453,3.424523345,19.0251297,4.594811855,41.77101687,144.3832444,160.4258272,0.645741556,53.8117963,5.789766667,36.18604167,1.237798889,95.21529915,45.689963,10.87856262,2400.987148,51.08483295,322.8465556,46.12093651,532.9666667,59.21851852,0.675177444,51.9367265,92.45755556,23.11438889,0.072,3,0.072,0.48,6.632655556,44.2177037,136.3211,113.6009167,531.1562093,92.45755556,0
265,821.017,41.05085,20.911605,32.1717,2.796505,13.982525,17.321005,34.64201,0,0,151.43655,50.47885,18.9372,75.7488,0,9.15571,7.79064,31.90743,132.49935,1775.969076,73.9987115,264.3633095,26.43633095,9.927606756,55.15337087,3.290912956,29.91739051,238.522,265.0244444,0.670604,55.88366667,8.24193,51.5120625,2.191105,168.5465385,224.0359296,53.34188799,3112.955437,66.23309439,488.364,69.76628571,283.29,31.47666667,0.327288,25.176,121.2255,30.306375,0,0,0,0,7.126605,47.5107,22.9308,19.109,564.9814509,121.2255,0
266,2622.046708,131.1023354,58.39277914,89.83504482,34.42686729,172.1343365,61.86557309,123.7311462,151.4125,50.47083333,455.4390846,151.8130282,5.942787964,23.77115186,0,16.27482189,3.397839114,47.18380801,449.4962966,4211.584778,175.4826991,966.766235,96.6766235,5.663689977,31.46494432,9.273900492,84.30818629,11.512,12.79111111,0.703440289,58.62002405,8.681680906,54.26050566,1.110905238,85.45424912,282.847628,67.34467333,1889.572683,40.20367411,1260.441376,180.0630537,541.4700406,60.16333784,1.460628765,112.3560589,190.2755084,47.5688771,1.72035,71.68125,0,0,1.808600157,12.05733438,7.38946875,6.157890625,1216.573559,190.2755084,3.3804
269,1022.727007,51.13635034,20.64488583,31.76136282,2.599524267,12.99762133,25.29028917,50.58057833,0,0,198.257775,66.085925,31.37435,125.4974,0.00084,9.93425324,6.695151738,11.6848175,166.883425,2595.694815,108.1539506,318.0742068,31.80742068,15.71482279,87.30457106,4.384109091,39.85553719,273.6081,304.009,0.9373295,78.11079167,12.34941271,77.18382943,3.354023958,258.0018429,326.4455867,77.7251397,4883.563527,103.905607,706.3819167,100.9117024,282.29625,31.36625,0.45970975,35.36228846,168.0047917,42.00119792,0,0,0,0,7.84145647,52.27637647,30.94291158,25.78575965,857.4861365,168.0047917,0.5634
272,1335.515423,66.77577117,89.104055,137.0831615,23.41654255,117.0827127,99.373875,198.74775,375,125,36.8946125,12.29820417,12.1059375,48.42375,0.48584,37.69774262,20.58816276,8.89693125,24.788675,1857.782974,77.40762391,276.9916451,27.69916451,10.44188903,58.01049459,7.820225084,71.09295531,38.8287,43.143,0.47248125,39.3734375,35.45354,221.584625,2.165589375,166.5837981,195.0728758,46.44592282,1858.179757,39.5357395,889.48625,127.0694643,550.28475,61.14275,0.732357,56.33515385,76.386875,19.09671875,1.55,64.58333333,1,6.666666667,6.92780561,46.18537073,48.18297654,40.15248045,567.4421152,76.386875,1.1268
273,516.248,25.8124,7.20076,11.07809231,0.94434,4.7217,31.315,62.63,0,0,89.545,29.84833333,16.0384,64.1536,0.00168,2.77696,2.79293,14.5705,73.5066,1193.887754,49.74532309,143.6230293,14.36230293,11.62776283,64.59868238,4.452663603,40.47876002,372.055,413.3944444,1.10018,91.68166667,5.32398,33.274875,1.50621,115.8623077,142.5562831,33.94197216,1638.014735,34.85137735,441.222,63.03171429,242.706,26.96733333,0.51037,39.25923077,598.21,149.5525,0,0,0,0,4.4698,29.79866667,193.347,161.1225,379.5556925,598.21,0.5634
274,1511.688,75.5844,79.00316,121.5433231,43.05862,215.2931,27.52292,55.04584,441.12,147.04,171.99772,57.33257333,17.44,69.76,0.048,25.20722,3.712968,135.52576,154.55772,186.5678824,7.773661765,177.6564118,17.76564118,20.25932,112.5517778,6.269094706,56.99177005,0,0,0.129134,10.76116667,1.790706,11.1919125,0.207252,15.94246154,376.6274706,89.67320728,1325.268,28.19719149,662.492,94.64171429,157.124,17.45822222,0.70803,54.46384615,62.152,15.538,1.30708,54.46166667,2.1816,14.544,1.98632,13.24213333,11.9628,9.969,154.0167121,62.152,0
275,520.76025,26.0380125,15.92004938,24.49238365,1.532000625,7.660003125,9.183624375,18.36724875,0,0,99.10864375,33.03621458,11.6121125,46.44845,0.05575,9.297409375,4.481164375,57.12859188,87.49653125,823.1181803,34.29659084,195.0812136,19.50812136,7.708096218,42.82275677,0.985226619,8.956605629,494.663025,549.6255833,0.728452563,60.70438021,4.79465875,29.96661719,0.724589375,55.73764423,177.2952537,42.21315564,1531.429905,32.58361499,256.7350625,36.6764375,362.63725,40.29302778,0.419896438,32.29972596,66.744125,16.68603125,0,0,0,0,5.0181575,33.45438333,46.193375,38.49447917,220.0838626,66.744125,5.634
276,28.89925,1.4449625,0.40871875,0.628798077,0.04674125,0.23370625,1.002375,2.00475,0,0,6.292225,2.097408333,1.6274125,6.50965,0,0.052065375,0.03263125,0,4.6648125,26.13948051,1.089145021,44.43311039,4.443311039,0.9540125,5.300069444,0.504353701,4.585033648,1.2887,1.431888889,0.011824625,0.985385417,0.9110775,5.694234375,0.01509375,1.161057692,29.28699513,6.973094078,172.665,3.673723404,19.6345,2.804928571,0.139125,0.015458333,0.013009625,1.000740385,0.081375,0.02034375,0,0,0,0,0,0,0.057,0.0475,596.3867658,0.081375,0
280,341.5755,17.078775,22.23893458,34.21374551,2.846033333,14.23016667,13.01210667,26.02421333,0,0,26.96900417,8.989668056,11.47650417,45.90601667,0.000109667,10.27461429,7.8882155,5.82065125,15.4925,1229.704135,51.23767227,278.7847224,27.87847224,8.986788267,49.92660148,1.513473843,13.75885312,130.1078208,144.5642454,0.525860583,43.82171528,4.14793375,25.92458594,0.598704542,46.05419551,85.03719677,20.24695161,507.4237408,10.7962498,286.0215417,40.86022024,163.173,18.13033333,0.46019125,35.39932692,72.35716667,18.08929167,0,0,0,0,6.428950417,42.85966944,14.59724167,12.16436806,455.0567694,72.35716667,1.1268
282,694.393,34.71965,25.07276,38.57347692,13.42035,67.10175,16.13975,32.2795,0,0,110.20575,36.73525,19.9189,79.6756,0,5.73892,4.218295,19.5208,90.28685,90.803,3.783458333,183.006,18.3006,8.13998,45.22211111,2.73975,24.90681818,255.4762,283.8624444,0.599068,49.92233333,7.07274,44.204625,2.098735,161.4411538,184.965,44.03928571,2821.665,60.03542553,443.806,63.40085714,358.622,39.84688889,0.351667,27.05130769,166.74,41.685,0,0,0,0,5.00153,33.34353333,45.4759,37.89658333,645.99786,166.74,0.5634
285,833.8432232,41.69216116,34.63818,53.28950769,13.68217453,68.41087264,45.7495,91.499,65.34,21.78,86.6208,28.8736,20.04175,80.167,0.022357546,11.24311984,5.31217188,23.170075,66.57905,937.1625798,39.04844082,575.3322981,57.53322981,9.312968474,51.73871374,7.181411659,65.28556053,275.99135,306.6570556,0.940924,78.41033333,5.62698,35.168625,1.0008225,76.98634615,248.7241166,59.22002776,1546.663933,32.90774325,801.2645,114.4663571,646.7115,71.85683333,0.6587635,50.67411538,535.435,133.85875,0.726,30.25,0.396,2.64,3.101624,20.67749333,62.92975324,52.44146103,228.9558533,535.435,0
287,4061.636,203.0818,245.9094,378.3221538,68.53339,342.66695,98.8453,197.6906,1212.61,404.2033333,402.1042,134.0347333,36.0312,144.1248,2.99604,77.16925,16.63595,345.3801,366.073,1376.585,57.35770833,1110.25,111.025,12.35305,68.62805556,7.24422,65.85654545,255.216,283.5733333,1.19936,99.94666667,3.60656,22.541,1.40487,108.0669231,263.959,62.84738095,3270.96,69.59489362,2274.92,324.9885714,1584.105,176.0116667,2.073235,159.4796154,389.51,97.3775,2.8082,117.0083333,5.88,39.2,20.599,137.3266667,20.6605,17.21708333,724.3535,389.51,0
288,3912.9475,195.647375,401.0089,616.9367692,237.948355,1189.741775,57.969525,115.93905,1048.3,349.4333333,40.142625,13.380875,6.81615,27.2646,0.00042,116.319645,19.4318075,23.2227075,33.326475,2830.167297,117.9236374,571.2083633,57.12083633,2.90756187,16.1531215,3.071395264,27.92177512,136.160975,151.2899722,0.3021825,25.181875,2.148385,13.42740625,0.61217,47.09,102.2799526,24.35236968,1304.326121,27.7516196,935.8475,133.6925,3972.867,441.4296667,1.00745,77.49615385,120.669,30.16725,2.7034,112.6416667,0.45,3,17.7313,118.2086667,49.8444,41.537,701.5957405,120.669,0
290,1258.298,62.9149,59.43125,91.43269231,35.69515,178.47575,10.1766,20.3532,149.5,49.83333333,184.3174,61.43913333,13.7216,54.8864,0.00018,17.016566,2.868995,160.2325,170.5958,212.079,8.836625,373.602,37.3602,2.14982,11.94344444,1.565525,14.23204545,360.9512,401.0568889,0.3035125,25.29270833,3.4945475,21.84092187,0.4631365,35.62588462,161.326,38.41095238,1718.9985,36.57443617,264.5175,37.78821429,3228.5357,358.7261889,0.5747605,44.21234615,247.83,61.9575,0.828625,34.52604167,2.379,15.86,4.4155,29.43666667,36.1405,30.11708333,780.25532,247.83,0
291,445.3144375,22.26572188,11.375595,17.50091538,1.4256455,7.1282275,20.33636,40.67272,0,0,72.65318333,24.21772778,15.10221667,60.40886667,0.00129,5.9914325,2.6614425,17.95436667,57.55096667,1147.299782,47.80415757,155.7190664,15.57190664,8.593450132,47.74138962,3.176024131,28.87294664,266.73515,296.3723889,0.76129,63.44083333,4.148995,25.93121875,0.98375,75.67307692,112.4013413,26.76222412,1423.54373,30.28816448,335.4477083,47.92110119,453.5614,50.39571111,0.3295765,25.35203846,326.636,81.659,0,0,0,0,1.74324,11.6216,35.0542,29.21183333,384.7041983,326.636,0
293,795.2557893,39.76278946,53.0172587,81.56501338,6.749322652,33.74661326,16.58123406,33.16246812,0,0,70.51751067,23.50583689,14.00042625,56.001705,0,24.11768695,19.02482224,15.45393775,56.51708442,754.1522242,31.42300934,155.771949,15.5771949,5.675147913,31.52859952,2.559392733,23.26720667,244.524645,271.69405,0.42989456,35.82454667,2.739258117,17.12036323,0.765529922,58.88691705,160.235086,38.15121095,1081.69222,23.01472808,299.0080358,42.71543369,65.33304,7.259226667,0.218652655,16.819435,252.2321858,63.05804646,0,0,0,0,20.52857149,136.8571433,23.89923231,19.91602692,216.862205,252.2321858,0
294,430.3841111,21.51920556,23.81929111,36.64506325,2.689650889,13.44825444,12.19487611,24.38975222,0,0,62.82515444,20.94171815,27.55996111,110.2398444,0,16.73460811,2.857126611,15.56873333,35.26519333,1935.405052,80.64187715,454.1650263,45.41650263,11.98230563,66.56836462,3.371151422,30.64683111,153.8301167,170.9223519,0.380876667,31.73972222,3.7602525,23.50157813,0.831595444,63.96888034,235.006125,55.95383929,1815.693219,38.63177062,352.3884444,50.34120635,876.571,97.39677778,0.294109389,22.62379915,79.19355556,19.79838889,0,0,0,0,4.496753889,29.97835926,38.52157778,32.10131481,727.4902023,79.19355556,0
295,1493.7585,74.687925,45.278025,69.6585,6.043525,30.217625,85.767175,171.53435,0,0,207.5069,69.16896667,56.611,226.444,0.00084,21.64979,14.09495,27.648475,150.8959,2571.734654,107.1556106,841.1265082,84.11265082,33.87270754,188.1817086,13.36181351,121.471032,84.3609,93.73433333,1.862908,155.2423333,13.818165,86.36353125,1.90303,146.3869231,702.0367822,167.1516148,6656.594728,141.6296751,1251.8155,178.8307857,1473.74745,163.7497167,0.661627,50.89438462,1246.786,311.6965,0,0,0,0,10.4812,69.87466667,61.027,50.85583333,750.8954623,1246.786,0
297,255.0255,12.751275,1.279605,1.968623077,0.332955,1.664775,7.588105,15.17621,0,0,63.7135,21.23783333,13.879,55.516,0,0.133085,0.365075,25.497065,49.8345,1558.769244,64.9487185,170.3398192,17.03398192,2.371343139,13.17412855,1.022300497,9.29364088,126.42185,140.4687222,0.3015345,25.127875,0.93177,5.8235625,0.76461,58.81615385,66.77255497,15.89822737,998.3534397,21.24156255,177.0035,25.28621429,132.507,14.723,0.1818885,13.99142308,114.2,28.55,0,0,0,0,0.86635,5.775666667,3.431,2.859166667,595.253881,114.2,0
299,620.9225248,31.04612624,33.20966,51.09178462,4.6115236,23.057618,38.9055,77.811,0,0,68.5634,22.85446667,31.7606,127.0424,0.00168,14.89202164,10.45787008,18.17827,36.8028,1815.443448,75.64347699,1034.350292,103.4350292,18.05236902,100.290939,5.95629455,54.14813227,297.5495,330.6105556,0.526402,43.86683333,4.52151,28.2594375,1.066434,82.03338462,337.3718455,80.32662988,2135.246764,45.43078221,703.873,100.5532857,1013.0369,112.5596556,0.585037,45.00284615,167.105,41.77625,0,0,0,0,9.50539992,63.3693328,41.24403488,34.37002907,630.9694091,167.105,0
302,226.4493333,11.32246667,1.022,1.572307692,0.12716,0.6358,3.55368,7.10736,0,0,52.296,17.432,1.072,4.288,0,0.18472,0.20456,41.732,51.224,43.38345117,1.807643799,83.59058838,8.359058838,1.016986667,5.649925926,0.356728628,3.242987527,248.2,275.7777778,0.4474,37.28333333,2.014,12.5875,0.2048,15.75384615,65.79286279,15.66496733,1008.945333,21.46692199,85.68,12.24,297.6,33.06666667,0.15016,11.55076923,149.24,37.31,0,0,0,0,0.2088,1.392,0.5,0.416666667,1391.458993,149.24,0
304,1038.248,51.9124,19.839175,30.52180769,8.480495,42.402475,71.259165,142.51833,32.768,10.92266667,166.5784,55.52613333,32.6537,130.6148,0.00084,4.965225,2.09312,14.36424,133.9247,1687.368288,70.307012,546.4145485,54.64145485,25.79212879,143.2896044,8.457294786,76.88449805,348.92365,387.6929444,2.3733675,197.780625,11.707064,73.16915,4.019658,309.2044615,247.8286479,59.00682092,2885.259183,61.38849325,886.2545,126.6077857,15741.53,1749.058889,1.8834745,144.8826538,971.293,242.82325,0.00128,0.053333333,0,0,3.41883,22.7922,39.1882,32.65683333,455.9586446,971.293,0
314,1265.248,63.2624,5.32011,8.184784615,1.36952,6.8476,17.26895,34.5379,4.4625,1.4875,287.47465,95.82488333,11.6779,46.7116,0,1.487135,1.4646975,16.494925,275.79675,1306.803486,54.45014525,164.4735524,16.44735524,7.10777447,39.48763594,2.482421052,22.5674641,227.2917,252.5463333,0.4033755,33.614625,6.1561675,38.47604687,1.28965,99.20384615,113.8152105,27.09885965,846.3916841,18.0083337,319.6885,45.66978571,782.526,86.94733333,0.2740445,21.08034615,62.45,15.6125,0.112875,4.703125,0.02625,0.175,3.95873,26.39153333,21.9634,18.30283333,247.8128021,62.45,0.5634
315,103.2785,5.163925,1.79351,2.759246154,0.23994,1.1997,4.0726,8.1452,0,0,21.2564,7.085466667,5.27395,21.0958,0,0.81548,0.45988,6.006005,15.98245,428.46969,17.85290375,127.8823481,12.78823481,4.127845411,22.9324745,0.8460077,7.690979093,20.96545,23.29494444,0.127964,10.66366667,1.02631,6.4144375,0.3770325,29.0025,65.914077,15.69382786,568.169616,12.08871523,96.7525,13.82178571,392.6235,43.62483333,0.1443105,11.10080769,84.851,21.21275,0,0,0,0,1.811395,12.07596667,148.5491,123.7909167,154.8525854,84.851,0.5634
316,485.8736998,24.29368499,19.12826236,29.42809594,2.604217398,13.02108699,15.04571533,30.09143067,0,0,76.300295,25.43343167,14.64226619,58.56906475,0,9.112527948,5.983844996,48.6558137,61.65802881,1919.563057,79.98179405,232.9693592,23.29693592,3.61637701,20.09098339,2.198829173,19.98935612,241.2505625,268.0561806,0.590453953,49.20449604,6.242988179,39.01867612,0.492876275,37.9135596,165.184413,39.32962213,1533.061274,32.61832498,271.1692546,38.73846494,702.4415264,78.04905849,0.314070338,24.15925673,245.3518027,61.33795068,0,0,0,0,4.07827695,27.188513,57.1830575,47.65254792,711.039144,245.3518027,0
317,783.65375,39.1826875,13.32471,20.49955385,2.17106,10.8553,13.120275,26.24055,0,0,169.51595,56.50531667,21.091325,84.3653,0.00084,4.956245,4.64432,85.0292525,148.424625,1655.102253,68.96259388,67.98335686,6.798335686,4.655132094,25.86184497,1.860706695,16.91551541,58.969875,65.52208333,0.3343595,27.86329167,5.144245,32.15153125,2.62587375,201.9902885,230.188067,54.80668261,2684.056036,57.10757523,237.77925,33.96846429,257.20575,28.57841667,0.53734925,41.33455769,237.7355,59.433875,0,0,0,0,5.2072325,34.71488333,11.91635,9.930291667,508.3781534,237.7355,0.5634
319,999.753,49.98765,34.11977,52.49195385,16.974331,84.871655,45.0224,90.0448,65.536,21.84533333,142.2363,47.4121,30.9552,123.8208,0,9.505303,4.127829,22.77738,111.2811,1311.105624,54.629401,256.395808,25.6395808,16.93991986,94.11066589,6.2864242,57.14931091,153.1082,170.1202222,1.2953,107.9416667,5.774618,36.0913625,1.499739,115.3645385,225.117242,53.59934333,2320.466936,49.37163694,653.52,93.36,830.0895,92.23216667,0.585477,45.03669231,888.192,222.048,0.00256,0.106666667,0,0,3.86017,25.73446667,45.9749,38.31241667,334.8922284,888.192,0
321,1134.801844,56.74009222,29.00725,44.62653846,2.282251784,11.41125892,59.652275,119.30455,0,0,184.6854626,61.56182085,50.05635,200.2254,0.070506288,17.86604802,7.27859764,22.60826894,134.6291126,2275.550642,94.81461009,507.0363401,50.70363401,22.91637412,127.3131896,11.17627398,101.6024907,148.2796289,164.7551432,2.0411995,170.0999583,9.415805,58.84878125,1.8176175,139.8167308,324.7997398,77.33327137,3144.647614,66.90739604,893.399,127.6284286,643.294,71.47711111,0.7376725,56.74403846,1237.385,309.34625,0,0,0,0,6.076577,40.51051333,63.67329072,53.0610756,686.243103,1237.385,0.5634
322,1273.601086,63.6800543,48.91265,75.25023077,7.3510395,36.7551975,19.936,39.872,6.1,2.033333333,185.813,61.93766667,3.05,12.2,0,21.6548573,17.2249506,18.2305,182.763,717.573,29.898875,101.27764,10.127764,2.6678613,14.82145167,3.180711,28.91555455,1,1.111111111,0.28381,23.65083333,3.55929,22.2455625,0.43846,33.72769231,94.11761,22.40895476,428.11088,9.108742128,324.84,46.40571429,28.81,3.201111111,0.252065,19.38961538,159.85,39.9625,0.2745,11.4375,0.793,5.286666667,18.45054065,123.0036043,4.8246141,4.02051175,80.822022,159.85,0
323,1328.089865,66.40449325,115.2169781,177.2568894,16.30288125,81.51440626,25.68018,51.36036,19.125,6.375,60.33235,20.11078333,17.06805,68.2722,0.00084,51.32073922,40.2212765,20.443295,43.2643,1930.910722,80.45461343,425.5400759,42.55400759,6.734194003,37.41218891,3.413467314,31.03152103,250.6691,278.5212222,0.799208,66.60066667,5.053445,31.58403125,1.2854375,98.87980769,240.274304,57.20816762,1870.801491,39.80428704,516.8625,73.8375,854.2185,94.91316667,0.5259645,40.45880769,275.921,68.98025,0.48375,20.15625,0.1125,0.75,47.68883576,317.9255718,113.9650166,94.97084716,622.5533203,275.921,0
325,135.6593333,6.782966667,1.9825,3.05,1.134698667,5.673493333,2.0415,4.083,6.1,2.033333333,29.4628,9.820933333,0.28,1.12,0,0.495369333,0.119147333,27.0805,29.1828,67.70505892,2.821044122,98.32529419,9.832529419,0.079286667,0.440481481,0.290004314,2.636402854,1.92,2.133333333,0.03006,2.505,0.07509,0.4693125,0.02956,2.273846154,11.77976473,2.804705888,97.14533333,2.066921986,52.88933333,7.555619048,35.5,3.944444444,0.113780667,8.752358974,6.896666667,1.724166667,0.2745,11.4375,0.793,5.286666667,0.0667,0.444666667,0.183,0.1525,544.6428299,6.896666667,0
327,2332.147785,116.6073892,82.82830001,127.4281539,41.24827816,206.2413908,80.96274462,161.9254892,206.2655385,68.75517949,321.2400585,107.0800195,6.53,26.12,5.20E-05,24.57708472,7.516909,208.9501969,314.7100585,898.5938155,37.44140898,2399.699585,239.9699585,5.410476615,30.05820342,12.24904492,111.3549539,0.6746,0.749555556,1.661028477,138.4190398,8.325545292,52.03465808,1.594118939,122.6245337,495.3325385,117.9363187,3345.893108,71.18921506,2277.596523,325.3709319,948.821477,105.4246086,3.5919626,276.3048154,138.6427692,34.66069231,9.281949232,386.7478847,26.81452,178.7634667,1.693098769,11.28732513,15.57696615,12.98080513,1837.264994,138.6427692,0
