Srno,ENERC_KCAL,ENERC_KCAL%,FAT,FAT%,FASAT,FASAT%,PROCNT,PROCNT%,CHOLE,CHOLE%,CHOCDF,CHOCDF%,FIBTG,FIBTG%,FATRN,FAMS,FAPU,SUGAR,CHOCDF.net,NA,NA%,CA,CA%,FE,FE%,ZN,ZN%,VITC,VITC%,THIA,THIA%,NIA,NIA%,VITB6A,VITB6A%,MG,MG%,K,K%,P,P%,VITA_RAE,VITA_RAE%,RIBF,RIBF%,FOLDFE,FOLDFE%,VITB12,VITB12%,VITD,VITD%,TOCPHA,TOCPHA%,VITK1,VITK1%,WATER,FOLFD,FOLAC
1,226.0912468,11.30456234,7.3661825,11.33258846,0.9560901,4.7804505,9.6239625,19.247925,0,0,36.590375,12.19679167,10.835,43.34,0.00336,3.09632524,2.442946155,9.4381125,25.755375,470.8614928,19.61922887,168.9700414,16.89700414,9.896553538,54.98085299,1.829652777,16.63320706,35.59515,39.55016667,0.2494685,20.78904167,2.091850625,13.07406641,0.631751875,48.59629808,118.8437153,28.29612268,911.2037221,19.38731324,199.65675,28.52239286,754.9725,83.88583333,0.25526775,19.63598077,138.146875,34.53671875,0,0,0,0,4.83123997,32.20826647,12.16038058,10.13365048,145.5853006,138.146875,0
2,740.733,37.03665,6.108319167,9.397414103,1.000479583,5.002397917,20.47681542,40.95363083,0,0,152.9685042,50.98950139,10.52016667,42.08066667,0.000225,2.269887708,1.967735625,15.51224667,142.4483375,2065.113446,86.04639356,190.4021232,19.04021232,13.33237362,74.06874234,3.722748673,33.84316975,226.7130167,251.9033519,0.987335083,82.27792361,10.384895,64.90559375,1.126676042,86.66738782,143.2518784,34.10759009,1477.020111,31.4259598,372.3158333,53.18797619,1020.7815,113.4201667,0.253338833,19.48760256,528.6422083,132.1605521,0,0,0,0,3.679013333,24.52675556,111.8077,93.17308333,703.0709465,157.3422083,217.25
4,1769.10475,88.4552375,112.1416525,172.5256192,24.587645,122.938225,110.35906,220.71812,375,125,90.4533,30.1511,19.77545,79.1018,0.614215,52.845405,26.66537,33.93905,70.67785,3329.680401,138.7366834,522.712515,52.2712515,15.85925333,88.10696295,9.468229646,86.07481496,789.01405,876.6822778,1.0507375,87.56145833,40.48898,253.056125,4.252245,327.0957692,310.2048965,73.85830868,3568.327672,75.92186535,1160.38,165.7685714,1269.00275,141.0003056,1.3601625,104.6278846,212.51125,53.1278125,1.55,64.58333333,1,6.666666667,14.29915,95.32766667,948.8555,790.7129167,1109.888339,212.51125,0
5,306.9556446,15.34778223,9.361244375,14.40191442,0.847033209,4.235166045,10.89652438,21.79304875,0,0,51.22614375,17.07538125,11.2168125,44.86725,0.022907982,4.87850702,2.81475314,16.79186188,40.00933125,985.4031159,41.05846316,115.3182934,11.53182934,3.841983565,21.34435314,1.771389451,16.10354047,160.044125,177.8268056,0.319398563,26.61654688,2.85164875,17.82280469,0.913359375,70.25841346,104.876882,24.97068619,1201.802931,25.57027513,208.7330625,29.81900893,352.21825,39.13536111,0.221044438,17.00341827,207.604125,51.90103125,0,0,0,0,2.649381375,17.6625425,30.19768285,25.16473571,348.8720083,207.604125,0
6,1267.91625,63.3958125,47.17223938,72.57267596,19.14923763,95.74618813,26.65438438,53.30876875,65.536,21.84533333,194.4292638,64.80975458,18.5185125,74.07405,0,18.88313538,5.745499375,6.230021875,175.9107513,3867.267269,161.1361362,463.810831,46.3810831,21.55693647,119.7607582,6.353822329,57.76202117,133.339125,148.1545833,0.475418563,39.61821354,5.83722275,36.48264219,0.749060375,57.62002885,323.0511814,76.91694796,1406.790032,29.93170281,570.0830625,81.4404375,1395.08415,155.00935,0.456918438,35.14757212,164.097125,41.02428125,0.00256,0.106666667,0,0,3.3580275,22.38685,40.183275,33.4860625,1387.094687,164.097125,0.5634
7,593.9673009,29.69836505,38.08752502,58.59619233,15.2238656,76.11932801,13.1397,26.2794,0,0,64.8429,21.6143,12.79605,51.1842,0.00084,11.37407245,9.074177686,28.374675,52.04685,2480.355472,103.3481446,263.7968482,26.37968482,11.01818589,61.21214383,3.519474245,31.99522041,371.34185,412.6020556,0.516895,43.07458333,6.52746,40.796625,1.5337425,117.9801923,174.9430366,41.65310395,2712.821234,57.71960072,438.5785,62.65407143,2242.149,249.1276667,0.7943445,61.10342308,151.0495,37.762375,0,0,0,0,14.84698533,98.97990218,38.40750048,32.0062504,942.2274091,151.0495,1.1268
8,1567.263059,78.36315295,36.22562743,55.73173451,14.53938965,72.69694826,59.63606354,119.2721271,69.67078125,23.22359375,266.9155887,88.97186291,38.47454444,153.8981778,0,11.87165031,4.885381424,15.85261944,228.4410443,705.1556076,29.38148365,1021.207562,102.1207562,14.72917535,81.82875193,11.49139792,104.4672538,107.3114444,119.2349383,1.630710774,135.8925645,12.9449837,80.90614811,1.941086076,149.3143136,619.1031424,147.4055101,2949.196458,62.74886082,1571.281712,224.468816,1060.906042,117.8784491,0.908122569,69.85558226,503.9825868,125.9956467,0.900703125,37.52929687,0.42065625,2.804375,3.394857118,22.63238079,467.607625,389.6730208,559.1737789,503.9825868,0
11,1099.376087,54.96880433,8.44265949,12.98870691,1.464003985,7.320019925,65.3295996,130.6591992,0,0,203.785436,67.92847867,47.68635095,190.7454038,0,3.975224298,1.973622077,41.14791536,156.099085,2115.654614,88.15227558,735.0184001,73.50184001,29.85597212,165.8665118,10.49499879,95.40907992,79.3195,88.13277778,1.360372842,113.3644035,4.57166111,28.57288194,1.425718547,109.6706574,559.4457376,133.2013661,5986.341864,127.3689758,931.756917,133.108131,1319.057407,146.5619341,0.52621057,40.47773615,1072.779596,268.1948989,0,0,0,0,4.31572996,28.77153307,67.917436,56.59786333,618.129443,1072.779596,0
13,441.0347905,22.05173952,10.39501441,15.99232986,1.325858279,6.629291396,25.49562438,50.99124875,0,0,65.30214375,21.76738125,12.0759125,48.30365,0,4.5699095,3.652872807,2.149911875,53.22623125,1363.898969,56.8291237,104.9455619,10.49455619,10.39436196,57.74645534,3.571327825,32.46661659,5.286825,5.87425,0.885180563,73.76504688,2.81343875,17.58399219,0.563484375,43.34495192,74.62685401,17.76829857,739.6325892,15.7368636,310.2160625,44.31658036,22.25925,2.47325,0.233663438,17.97411058,468.293125,117.0732813,0,0,0,0,3.955062968,26.36708646,23.50822287,19.59018573,481.3237863,468.293125,0.5634
15,1029.152,51.4576,12.3811,19.04784615,2.05161,10.25805,30.9606,61.9212,6.1,2.033333333,220.7318,73.57726667,45.2884,181.1536,0.00168,7.19263,1.87307,12.29806,175.4434,265.12,11.04666667,585.222,58.5222,19.2714,107.0633333,6.0415,54.92272727,220.1118,244.5686667,1.029342,85.7785,13.20643,82.5401875,3.33053,256.1946154,428.576,102.0419048,5411.03,115.1282979,886.172,126.596,509.2,56.57777778,0.64319,49.47615385,164.912,41.228,0.2745,11.4375,0.793,5.286666667,2.3395,15.59666667,27.609,23.0075,902.50988,164.912,0
20,1061.399,53.06995002,27.73783117,42.67358641,16.13402539,80.67012695,26.35618356,52.71236711,63.20325124,21.06775041,192.8327925,64.2775975,36.9134375,147.65375,0.002442,7.657373995,1.992088239,51.55635625,155.919355,214.7713049,8.948804369,454.1968229,45.41968229,13.81051625,76.72509028,4.576122701,41.60111546,396.7012,440.7791111,1.054251138,87.85426148,9.046039663,56.53774789,2.985505263,229.654251,289.4695074,68.92131128,4159.202189,88.49366359,674.6749131,96.38213044,1543.876222,171.5418024,0.693976439,53.38280296,330.551875,82.63796875,0.002468877,0.102869875,0,0,3.57606306,23.8404204,82.80768422,69.00640352,1581.273256,330.551875,0
24,1355.868,67.7934,83.46781,128.4120154,35.4191,177.0955,123.1688,246.3376,598,199.3333333,24.9187,8.306233333,6.9229,27.6916,0.30886,25.805935,13.56594,12.03595,17.9958,2053.631388,85.5679745,100.1398349,10.01398349,8.62469023,47.91494572,13.22955765,120.2687059,348.8965,387.6627778,0.72915,60.7625,33.77565,211.0978125,2.979245,229.1726923,183.8185765,43.76632773,2155.936612,45.87099174,1206.187,172.3124286,186.186,20.68733333,1.44263,110.9715385,74.84,18.71,3.445,143.5416667,0.65,4.333333333,2.75075,18.33833333,42.163,35.13583333,648.4870153,74.84,0.5634
42,1215.40875,60.7704375,85.95489167,132.2382949,30.50740083,152.5370042,70.73537833,141.4707567,373.1838333,124.3946111,45.0879,15.0293,10.54705,42.1882,0.208002,32.20037817,14.70491725,13.864735,34.54085,1629.919243,67.91330177,306.0433005,30.60433005,10.00098392,55.5610218,6.909977363,62.81797603,149.72965,166.3662778,0.525948708,43.82905903,18.53703963,115.8564977,2.099371708,161.4901314,174.3303528,41.50722686,1675.136864,35.64120987,829.647625,118.5210893,342.015525,38.001725,0.775463542,59.65104167,74.58825,18.6470625,2.169982083,90.41592014,0.40025,2.668333333,4.234973333,28.23315556,29.35199167,24.45999306,494.2953006,74.58825,0.5634
43,643.9287609,32.19643804,33.72659063,51.88706251,14.42620668,72.1310334,13.70363253,27.40726506,0,0,90.66462778,30.22154259,22.78282697,91.13130789,0.00042,10.65697226,6.276912242,45.17704899,67.88180081,1959.469217,81.64455072,383.5943011,38.35943011,9.01586591,50.08814394,2.928405491,26.6218681,191.7891359,213.0990399,0.481550386,40.12919882,4.664056018,29.15035011,1.56605397,120.46569,205.0600902,48.823831,2079.026759,44.2346119,338.3845182,48.34064546,489.7342544,54.41491715,0.353562476,27.19711358,113.626445,28.40661125,0,0,0,0,8.165450753,54.43633835,34.08443412,28.4036951,689.7539774,113.626445,4.5072
44,588.801,29.44005,32.23491,49.59216923,8.96411,44.82055,14.06591,28.13182,30.53,10.17666667,80.57942,26.85980667,34.1618,136.6472,0.05698,15.78684,5.75283,33.27825,46.41762,2269.66848,94.56952,314.1933898,31.41933898,9.331945359,51.84414089,3.096404957,28.14913598,263.3237,292.5818889,0.474187,39.51558333,6.441604,40.260025,1.070976,82.38276923,231.1773496,55.04222609,2605.430797,55.4346978,370.493,52.92757143,715.295,79.47722222,0.457165,35.16653846,189.226,47.3065,0.02414,1.005833333,0,0,6.97324,46.48826667,56.537,47.11416667,841.3059299,189.226,0
45,43.45933333,2.172966667,2.0995,3.23,1.166498667,5.832493333,2.1495,4.299,6.1,2.033333333,4.2508,1.416933333,0.078,0.312,0,0.503949333,0.160547333,3.0805,4.1728,48.26505892,2.011044122,85.34529419,8.534529419,0.241286667,1.340481481,0.295804314,2.689130127,1.616,1.795555556,0.03036,2.53,0.08349,0.5218125,0.04216,3.243076923,16.25976473,3.871372555,116.7453333,2.483943262,56.32933333,8.047047619,31.24,3.471111111,0.109120667,8.393897436,5.156666667,1.289166667,0.2745,11.4375,0.793,5.286666667,0.0427,0.284666667,0.183,0.1525,531.6008299,5.156666667,0
46,333.2208939,16.66104469,11.21326439,17.25117599,1.096754586,5.483772931,4.957324375,9.91464875,0,0,60.91710631,20.3057021,7.6662125,30.66485,0.038753314,6.48373631,3.121064105,51.04438082,53.25089381,1243.242441,51.80176836,72.932358,7.2932358,3.28033,18.22405556,0.734735074,6.67940976,253.9745039,282.1938932,0.170238563,14.18654688,3.44916875,21.55730469,0.862259375,66.32764423,65.72363237,15.6484839,934.724571,19.88775683,100.5650625,14.3664375,225.53125,25.05902778,0.214564438,16.50495673,166.284125,41.57103125,0,0,0,0,5.422659378,36.15106252,34.75661494,28.96384578,600.6910301,166.284125,0.5634
47,1066.2085,53.310425,28.60615,44.00946154,13.41932,67.0966,49.57115,99.1423,0,0,166.7263,55.57543333,36.25865,145.0346,0.002442,4.593586,6.563768,37.408435,130.46765,95.15476473,3.964781864,270.0933235,27.00933235,16.5486,91.93666667,7.387269412,67.15699465,290.77195,323.0799444,1.22671,102.2258333,6.82589,42.6618125,2.3037335,177.2102692,270.0729412,64.30308123,2730.551,58.09682979,730.5085,104.3583571,412.8225,45.86916667,0.6566965,50.51511538,1190.646,297.6615,0,0,0,0,4.116775,27.44516667,55.1333,45.94441667,447.0458041,1190.646,0.5634
52,598.3203616,29.91601808,26.14396,40.22147692,3.2804012,16.402006,20.4979,40.9958,0,0,87.7439,29.24796667,21.93,87.72,0.00084,10.81898288,9.77920636,47.45418,65.8139,3307.963301,137.8318042,241.1940827,24.11940827,10.49097364,58.28318687,3.700032011,33.63665465,663.5821,737.3134444,0.764899,63.74158333,11.62582,72.661375,3.082526,237.1173846,242.7219201,57.79093336,3853.255361,81.98415661,518.146,74.02085714,3152.7149,350.3016556,0.612795,47.13807692,247.997,61.99925,0,0,0,0,18.19340464,121.2893643,137.173857,114.3115475,1278.099074,247.997,0
54,322.7345894,16.13672947,1.881,2.893846154,0.4554,2.277,4.059,8.118,0,0,80.89976471,26.96658824,7.92,31.68,0,0.693,0.35145,74.45146518,72.97976471,7.382380012,0.307599167,56.29090942,5.629090942,0.795324882,4.418471569,0.452079682,4.109815294,180.18,200.2,0.1386,11.55,3.31155,20.6971875,0.58905,45.31153846,50.09147059,11.92654062,831.7329953,17.69644671,69.3,9.9,267.3,29.7,0.189363455,14.56641964,212.85,53.2125,0,0,0,0,4.455,29.7,20.79,17.325,472.414242,212.85,0
56,275.888,13.7944,6.671343333,10.26360513,0.8213,4.1065,9.240433333,18.48086667,0,0,52.3597,17.45323333,11.70906667,46.83626667,0,2.4148,2.47145,24.49061667,40.65063333,1075.379468,44.80747783,162.9904316,16.29904316,4.446652602,24.70362556,2.382268465,21.65698605,481.9828333,535.5364815,0.415055,34.58791667,4.454283333,27.83927083,1.284848333,98.83448718,122.994018,29.28429,1527.196811,32.49354916,218.067,31.15242857,153.5365,17.05961111,0.349481667,26.88320513,237.0966667,59.27416667,0,0,0,0,3.525683333,23.50455556,33.36,27.8,382.9316869,237.0966667,7.6059
61,1390.886,69.5443,52.05964,80.09175385,17.89797,89.48985,97.988175,195.97635,459.7,153.2333333,145.0714,48.35713333,28.59235,114.3694,0.175,21.857071,7.0850195,27.43861,116.47905,4080.868578,170.0361907,531.4022176,53.14022176,15.06435549,83.69086384,7.96187424,72.38067491,262.65385,291.8376111,0.90197,75.16416667,22.6865025,141.7906406,3.397409,261.3391538,388.7575924,92.56133152,4885.689239,103.9508349,1763.935,251.9907143,1633.5119,181.5013222,0.9357345,71.97957692,248.697,62.17425,9.975,415.625,0.75,5,10.972465,73.14976667,70.8462,59.0385,1444.549128,248.697,0
67,581.977,29.09885,17.3458625,26.68594231,2.02984325,10.14921625,13.9247925,27.849585,0,0,99.19578125,33.06526042,15.65345,62.6138,0.005041875,9.9013895,3.96241925,14.09799,83.54233125,1569.786205,65.40775856,155.8752423,15.58752423,7.307742238,40.59856799,2.281409239,20.74008399,203.8021125,226.4467917,0.553012875,46.08440625,5.861798375,36.63623984,1.65428475,127.2526731,163.5101924,38.93099819,2362.998539,50.27656466,382.787,54.68385714,273.142875,30.34920833,0.28401275,21.84713462,106.074125,26.51853125,0,0,0,0,1.72699,11.51326667,19.387625,16.15635417,535.743026,106.074125,0
68,874.0148447,43.70074224,14.87907938,22.89089135,1.409335625,7.046678125,54.00382438,108.0076488,0,0,151.3564063,50.45213544,40.4030125,161.61205,0.00045,8.369924375,3.817339375,6.428680818,110.9533938,1527.232491,63.63468711,433.0941784,43.30941784,20.45536371,113.6409095,8.581635306,78.01486642,84.99350385,94.43722651,1.827170563,152.2642135,6.60426875,41.27667969,1.268309375,97.56225962,255.8592818,60.91887661,2031.798237,43.22974972,749.3250625,107.0464375,26.33125,2.925694445,0.583764438,44.90495673,930.534125,232.6335313,0,0,0,0,1.3365075,8.91005,17.543875,14.61989583,418.1526759,930.534125,2.817
70,681.6161728,34.08080864,43.21254,66.48083077,13.6521296,68.260648,33.37206,66.74412,639.84,213.28,51.82438,17.27479333,18.2858,73.1432,0.065432,15.18680704,11.25668888,15.0534,33.53858,1230.881029,51.28670954,542.9770072,54.29770072,11.14837035,61.93539082,5.633825196,51.2165927,214.28,238.0888889,0.468444,39.037,3.228084,20.175525,1.4397936,110.7533538,214.196492,50.99916475,1426.506336,30.35119863,707.6968,101.0995429,343.84788,38.20532,1.059472,81.49784615,159.0972,39.7743,1.5308,63.78333333,3.44,22.93333333,6.08152912,40.54352747,20.60950368,17.1745864,394.1140864,159.0972,0
71,846.4875209,42.32437605,43.50767001,66.93487694,23.6410356,118.205178,29.795875,59.59175,0,0,94.79645,31.59881667,20.50225,82.009,0.00042,8.817660946,7.354034684,24.55847,74.2942,1831.804542,76.32518927,226.6149147,22.66149147,12.87139247,71.50773593,4.696028199,42.69116544,304.55375,338.3930556,0.721629,60.13575,4.71126,29.445375,1.1497875,88.44519231,306.4347526,72.96065538,2128.840726,45.29448354,582.449,83.207,389.22345,43.24705,0.302692,23.284,488.705,122.17625,0,0,0,0,6.694933325,44.63288883,39.73973248,33.11644373,611.8549144,488.705,0
72,1473.338,73.6669,24.358735,37.47497692,2.828055,14.140275,53.055375,106.11075,0,0,264.57595,88.19198333,30.2169,120.8676,0.017775,8.870035,9.287495,26.574675,234.35905,1654.43539,68.93480793,171.5051158,17.15051158,10.85628894,60.31271636,7.271002443,66.10002221,226.841,252.0455556,1.2746525,106.2210417,8.26045,51.6278125,2.042395,157.1073077,252.8708186,60.20733775,1941.45249,41.30749978,722.7445,103.2492143,62.136,6.904,0.5507575,42.36596154,1146.595,286.64875,0,0,0,0,5.2309,34.87266667,38.7195,32.26625,361.4117105,1146.595,0.5634
77,1070.275626,53.51378132,97.51154811,150.0177663,16.21638556,81.08192779,4.657264693,9.314529386,0,0,53.13336813,17.71112271,6.544904722,26.17961889,0.000825636,43.45046385,34.06240922,41.56503997,46.58846341,1443.554904,60.14812099,106.3439933,10.63439933,2.14443405,11.9135225,0.855189121,7.774446558,94.12165452,104.5796161,0.202159834,16.84665283,2.291851153,14.32406971,0.546012041,42.00092623,55.92854171,13.31631946,996.6343793,21.20498679,122.9290164,17.56128806,756.6386865,84.07096516,0.108077055,8.313619605,65.85348049,16.46337012,0,0,0,0,12.68015987,84.53439913,178.3626211,148.6355176,462.8099236,65.85348049,0
78,580.649,29.03245,20.8675,32.10384615,7.58022,37.9011,22.6481,45.2962,0,0,100.1871,33.3957,36.5431,146.1724,0.00168,7.21756,3.58981,17.84688,63.644,934.377864,38.932411,565.5409649,56.55409649,16.14157452,89.67541398,4.83591652,43.96287746,38.6176,42.90844444,0.531218,44.26816667,4.03628,25.22675,0.959695,73.82269231,296.9431652,70.70075362,1877.433322,39.94538982,495.229,70.747,993.303,110.367,0.372747,28.67284615,264.366,66.0915,0,0,0,0,4.76893,31.79286667,17.2874,14.40616667,250.698493,264.366,0
80,14.68875,0.7344375,0.5960475,0.916996154,0.0628995,0.3144975,0.5888075,1.177615,0,0,3.119875,1.039958333,1.78825,7.153,0,0.3961975,0.079049,0.17854,1.331625,1134.605117,47.27521323,46.57244727,4.657244727,0.671114917,3.728416207,0.229312243,2.084656759,2.121,2.356666667,0.00982975,0.819145833,0.112869,0.70543125,0.011678,0.898307692,18.03113569,4.293127546,81.21696769,1.728020589,16.09975,2.299964286,3.14895,0.349883333,0.01457825,1.121403846,2.6925,0.673125,0,0,0,0,0.01508,0.100533333,2.4963,2.08025,481.8508357,2.6925,0
83,1124.001318,56.20006592,64.235535,98.8239,25.30574238,126.5287119,50.91087,101.82174,115.644375,38.548125,104.4426563,34.81421875,25.8259,103.3036,0,28.90157055,5.8680983,57.29038875,78.61675625,4572.875056,190.5364607,1137.164701,113.7164701,9.162977685,50.90543158,8.338329297,75.80299361,414.2882,460.3202222,0.885348,73.779,9.42279525,58.89247031,3.17724125,244.4031731,314.220843,74.81448642,4562.194714,97.06797263,1179.8405,168.5486429,3052.922113,339.2135681,1.55363925,119.5107115,414.688,103.672,0.94854375,39.52265625,0.6496875,4.33125,11.58195819,77.2130546,159.8491125,133.2075938,1732.346984,414.688,0
84,1062.09,53.1045,43.93632667,67.59434872,35.524385,177.621925,20.70916667,41.41833333,0,0,150.1407,50.0469,13.58323333,54.33293333,0.003808,3.288885,1.811955,15.21433333,136.5574667,1554.273316,64.76138817,101.1653392,10.11653392,9.559629247,53.10905137,3.916933913,35.60849012,384.7226667,427.4696296,0.94138,78.44833333,8.275316667,51.72072917,0.952186667,73.24512821,135.7848058,32.32971567,1108.63978,23.58808042,396.042,56.57742857,93.611,10.40122222,0.252943333,19.45717949,538.8683333,134.7170833,0,0,0,0,1.778276667,11.85517778,24.3741,20.31175,448.9478078,167.5683333,217.8134
85,657.0916155,32.85458078,41.52231945,63.88049146,20.4483743,102.2418715,10.37499787,20.74999573,0,0,73.889892,24.629964,16.34624298,65.38497193,0.00042,10.6406291,7.680759644,46.565406,57.54364902,1418.17239,59.09051624,111.562342,11.1562342,6.124556314,34.02531285,2.017029218,18.33662925,297.4269167,330.4743519,0.317519349,26.45994575,4.311113337,26.94445835,1.115451527,85.80396363,118.7426224,28.27205295,1488.094173,31.66157816,253.666124,36.23801771,150.5015161,16.72239067,0.303215998,23.32430756,105.1095468,26.27738671,0,0,0,0,9.787476787,65.24984524,52.856692,44.04724334,479.6894435,105.1095468,0
86,751.8695,37.593475,44.218725,68.02880769,6.2376625,31.1883125,12.8634,25.7268,0,0,88.018625,29.33954167,11.3579,45.4316,0,30.73052,5.2244075,43.020785,76.660725,1058.151537,44.08964737,392.4758052,39.24758052,9.364545134,52.02525075,2.56650648,23.33187709,148.2512,164.7235556,0.39604425,33.0036875,3.2315475,20.19717187,2.0369025,156.6848077,196.3909398,46.75974757,1987.963518,42.29709614,318.62875,45.51839286,529.689,58.85433333,0.3349615,25.76626923,154.722,38.6805,0,0,0,0,8.59451,57.29673333,195.2678,162.7231667,304.124663,154.722,0
88,677.4140278,33.87070139,12.88779944,19.82738376,5.712495889,28.56247945,16.02698028,32.05396056,20.33541667,6.778472223,128.7023794,42.90079315,10.07191111,40.28764444,0,3.693063111,2.234894945,13.07060833,118.6304683,2029.55621,84.5648421,155.0275655,15.50275655,7.709605692,42.83114273,3.163949208,28.76317462,807.3562667,897.0625185,0.834137583,69.51146528,9.410569167,58.81605729,1.559020861,119.9246816,142.8496671,34.0118255,1420.778448,30.22932868,326.3277778,46.61825397,443.3995,49.26661111,0.330526722,25.42513248,451.3526389,112.8381597,0.016079167,0.669965278,0,0,3.370302222,22.46868148,27.99846111,23.33205093,710.601239,154.3126389,173.8
89,2732.157231,136.6078615,96.48054063,148.431601,50.28618707,251.4309354,94.33823078,188.6764616,257.8319231,85.94397437,376.7357481,125.5785827,1.91451875,7.658075,9.06E-05,27.61695984,7.36523375,278.3832712,374.8212293,1303.549103,54.31454595,3056.489294,305.6489294,4.714050457,26.1891692,12.47271324,113.3883022,0.4837875,0.537541667,1.408138409,117.3448674,4.927486616,30.79679135,1.374705548,105.7465806,384.1612252,91.46695838,3939.249302,83.81381493,2455.934654,350.8478077,1186.096409,131.7884899,4.437521938,341.3478414,144.3997741,36.09994351,11.60243654,483.4348558,33.51815,223.4543334,2.080423462,13.86948974,17.25914519,14.38262099,2291.948547,144.3997741,0
90,1618.4,80.92,171.836,264.3630769,109.48,547.4,13.5184,27.0368,537.88,179.2933333,13.5184,4.506133333,0,0,5.9024,43.316,7.4732,13.8992,13.5184,137.9835295,5.749313727,321.2576471,32.12576471,0.476,2.644444444,1.166058824,10.60053476,2.856,3.173333333,0.0952,7.933333333,0.30464,1.904,0.1666,12.81538462,35.68588237,8.496638658,452.2,9.621276596,276.08,39.44,2099.16,233.24,0.89488,68.83692308,19.04,4.76,0.7616,31.73333333,7.616,50.77333333,4.3792,29.19466667,15.232,12.69333333,511.0036483,19.04,0
92,642.9855,32.149275,33.3343625,51.28363462,21.5618525,107.8092625,44.92385,89.8477,57.375,19.125,47.78015,15.92671667,8.235625,32.9425,0.00168,3.64550525,1.0109805,26.332515,39.544525,1872.854957,78.03562323,364.0879416,36.40879416,5.613034251,31.18352362,2.926098396,26.60089451,512.2525,569.1694444,0.3786265,31.55220833,3.585135,22.40709375,0.98615725,75.85825,116.5592237,27.75219611,1680.91577,35.76416531,745.623,106.5175714,764.973975,84.99710833,0.8948055,68.83119231,122.8205,30.705125,1.45125,60.46875,0.3375,2.25,3.219165,21.4611,34.7395,28.94958333,670.924997,122.8205,0.5634
97,2230.092,111.5046,139.03624,213.9019077,14.13017,70.65085,53.54074,107.08148,0,0,237.6646,79.22153333,44.2596,177.0384,0,33.195996,84.688968,166.99502,193.405,48.32,2.013333333,405.14,40.514,17.23112,95.72844444,9.73368,88.488,10.2398,11.37755556,1.798572,149.881,19.08111,119.2569375,1.301748,100.1344615,602.78,143.5190476,3162.696,67.29140426,1245.784,177.9691429,174.39,19.37666667,0.751916,57.83969231,343.936,85.984,0,0,0,0,7.45882,49.72546667,31.5792,26.316,84.0052,343.936,0
100,686.143,34.30715,35.34064,54.37021538,5.53912,27.6956,65.2858,130.5716,198.56,66.18666667,30.1933,10.06443333,8.5693,34.2772,0.01904,21.693531,4.461432,12.61906,21.624,1471.331196,61.3054665,108.0269471,10.80269471,4.109146773,22.82859318,2.554391446,23.22174042,207.9652,231.0724444,0.425206,35.43383333,27.74507,173.4066875,2.827449,217.4960769,119.5894145,28.47367011,1541.425316,32.79628331,671.856,95.97942857,457.6529,50.85032222,0.658892,50.684,117.351,29.33775,0.5712,23.8,0,0,8.08376,53.89173333,45.8864,38.23866667,497.4531829,117.351,0
101,1382.752056,69.13760278,33.23301639,51.12771752,14.58099094,72.90495472,48.71764972,97.43529944,78.83333333,26.27777778,230.7350589,76.9116863,19.47204722,77.88818889,0.372,10.04105339,2.790005972,34.36800417,211.2630117,3853.872857,160.5780357,485.8514417,48.58514417,10.67717276,59.31762643,6.081313285,55.28466623,350.0341958,388.9268843,0.658060042,54.83833681,7.475937083,46.72460677,1.690755931,130.0581485,266.0974919,63.3565457,2246.415748,47.79607975,873.9116806,124.8445258,1102.060875,122.4512083,0.775082069,59.62169765,155.2485278,38.81213194,0.908427083,37.85112847,0.68,4.533333333,3.792446111,25.28297407,50.11209722,41.76008102,1334.796547,155.2485278,0
104,1443.324122,72.16620608,126.3274601,194.3499386,107.3023512,536.5117558,29.31257236,58.62514471,0,0,74.05747757,24.68582586,10.11256971,40.45027882,0.018987,8.335862145,3.199362103,14.94585911,63.94490786,2652.662813,110.5276172,197.6305862,19.76305862,26.93790267,149.6550149,5.775918253,52.50834775,664.3600695,738.177855,0.805948235,67.16235291,7.623422232,47.64638895,1.193031446,91.77164969,364.0360932,86.67526029,2604.57493,55.41648787,820.1104985,117.1586426,393.0891491,43.67657213,0.370403542,28.49258015,378.7547846,94.68869614,0,0,0,0,3.290093934,21.93395956,79.55779783,66.29816486,901.8202068,378.7547846,0
105,18.5145,0.925725,0.09823,0.151123077,0.044375,0.221875,0.29822,0.59644,0,0,4.5684,1.5228,0.52575,2.103,0,0.0167865,0.030612,2.95579,4.04265,20.38005892,0.849169122,27.67479419,2.767479419,0.403695,2.24275,0.114432647,1.040296794,0.3663,0.407,0.00266,0.221666667,0.12445,0.7778125,0.0141835,1.091038462,10.68726473,2.54458684,41.055,0.873510638,5.043,0.720428571,34.07745,3.786383333,0.00566,0.435384615,1.7535,0.438375,0,0,0,0,0.03108,0.2072,10.6852,8.904333333,474.8562065,1.7535,0
107,491.0303204,24.55151602,40.80745,62.78069231,7.0054053,35.0270265,14.5188,29.0376,319.92,106.64,20.2402,6.746733333,3.7547,15.0188,0.03268,17.94960322,13.56903284,5.52766,16.4855,564.4516912,23.51882046,116.0622382,11.60622382,3.464737025,19.24853903,1.649515159,14.99559235,134.139,149.0433333,0.143132,11.92766667,1.48166,9.260375,0.799879,61.52915385,52.75005159,12.55953609,617.4784127,13.13783857,246.152,35.16457143,194.1869,21.57632222,0.50325,38.71153846,69.093,17.27325,0.7654,31.89166667,1.72,11.46666667,14.72925691,98.19504607,26.16153974,21.80128312,164.5463103,69.093,0
