Srno,uri, yield, calories, totalCO2Emissions, co2EmissionsClass, totalWeight, dietLabels, healthLabels, cautions, ingredients, cuisineType, mealType, dishType, totalNutrientsKCal
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
